ProgramName,MethodType,RequirementID,MethodID,MethodType,CallersT,CallersN,CallersU,CallersCallersT,CallersCallersN,CallersCallersU,CalleesT,CalleesN,CalleesU,CalleesCalleesT,CalleesCalleesN,CalleesCalleesU,pred,gold
3,1,14,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,19,752,0,0,1,0,0,0,1,0,0,0,0,1,0,N,N
1,1,11,3979,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,0,6,3871,0,1,1,0,1,1,0,1,0,0,0,1,1,N,N
2,0,33,2938,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
0,2,5,640,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
1,1,17,2681,0,1,0,0,0,1,0,0,0,0,0,0,0,N,N
3,0,4,267,0,0,1,0,0,1,0,1,0,0,0,0,0,N,N
2,0,18,1281,0,0,1,0,0,0,1,0,0,0,0,1,0,N,N
1,1,11,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,13,2619,0,1,0,0,1,0,0,0,1,0,0,0,0,N,N
3,2,4,414,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
2,0,17,334,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
1,1,3,4582,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
0,0,7,229,1,0,0,1,0,1,1,0,0,1,1,1,1,T,T
1,1,11,2134,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
1,0,12,3344,0,1,0,0,1,0,0,1,0,0,0,0,0,N,N
3,0,14,267,0,0,1,0,0,1,0,1,0,0,0,0,0,N,N
3,0,8,795,0,0,1,0,0,1,0,1,0,0,1,1,0,N,N
0,2,3,466,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N
1,0,4,1271,0,1,0,0,1,1,0,1,1,0,1,1,0,N,N
1,1,3,4864,0,1,1,0,0,0,0,0,0,0,0,0,0,N,N
3,2,13,1520,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
2,0,9,3024,0,1,0,0,0,1,0,0,1,0,0,1,1,N,N
3,1,10,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,7,1517,0,1,0,0,0,1,0,0,0,0,0,0,0,N,N
3,0,8,1492,0,0,1,0,0,0,0,0,1,0,0,1,0,N,N
3,0,3,2156,0,1,0,0,0,0,0,0,1,0,0,0,0,N,N
1,2,7,4740,0,0,0,0,0,0,0,1,1,0,0,0,0,N,N
3,1,16,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,1,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,29,2970,0,0,1,0,0,1,0,0,1,0,0,1,0,N,N
1,0,14,3817,0,1,1,0,0,1,0,1,1,0,0,0,0,N,N
1,1,4,529,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
3,1,17,138,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,4,3047,0,1,1,0,1,1,0,1,0,0,1,1,0,N,N
2,0,19,3058,0,0,1,0,0,1,0,0,1,0,0,1,0,N,N
1,2,10,3154,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
2,0,8,2953,0,1,1,0,0,1,0,0,1,0,0,1,1,N,N
3,2,15,139,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
1,1,4,2163,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
3,1,9,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,21,1314,0,0,1,0,0,0,0,1,1,0,1,1,0,N,N
1,1,5,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,2,2215,0,0,1,0,1,1,0,0,0,0,0,0,0,N,N
1,1,2,3366,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,1,3,2806,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,2,16,650,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N
1,0,7,4577,0,1,0,0,1,0,0,1,1,0,1,1,0,N,N
3,0,20,424,0,1,0,0,1,1,0,1,0,0,0,1,0,N,N
1,1,16,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,2,15,2700,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
2,0,26,217,0,1,1,0,0,1,0,1,1,0,0,1,0,N,N
1,0,5,3149,0,0,1,0,1,0,0,1,0,0,0,0,0,N,N
0,2,8,600,0,0,0,0,0,0,0,1,1,0,0,0,0,N,N
2,2,34,3125,0,0,0,0,0,0,0,1,0,0,0,1,0,N,N
2,0,13,2906,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
2,0,13,2959,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
2,2,5,3125,0,0,0,0,0,0,1,0,0,0,0,1,1,T,T
1,1,3,3918,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,0,9,1024,0,0,1,0,0,1,0,1,1,0,1,1,0,N,N
1,1,14,1797,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,1,9,1323,0,1,1,0,0,0,0,0,0,0,0,0,0,N,N
1,2,11,1013,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
3,1,15,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,3,1121,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
2,0,26,210,0,0,1,0,0,0,0,0,1,0,1,0,0,N,N
2,0,28,171,0,0,1,0,0,0,0,1,1,0,1,1,0,N,N
0,2,8,23,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
3,1,12,847,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,2,11,4669,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
1,1,8,2802,0,0,1,1,1,1,0,0,0,0,0,0,0,N,N
3,1,2,3172,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,0,1,2567,0,1,0,0,1,0,0,1,1,0,1,1,0,N,N
1,1,6,3172,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
2,0,31,3120,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
3,0,11,354,0,1,0,0,0,1,0,0,1,0,0,1,0,N,N
1,1,3,4974,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,5,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,2,8,1537,0,0,0,0,0,0,0,1,1,0,1,0,0,N,N
3,1,18,255,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,1,5,633,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,11,3918,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,0,5,3174,0,1,0,0,1,0,0,0,1,0,0,0,0,N,N
3,1,11,4085,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,1,9,4587,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,16,2978,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,2,12,1803,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
3,2,14,2681,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
3,2,16,2152,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
2,0,30,2969,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
3,1,19,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,28,285,0,0,1,0,0,0,0,1,0,0,1,1,0,N,N
2,0,10,738,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
2,0,1,2991,0,1,1,0,1,1,0,0,1,0,0,1,1,N,N
1,0,14,2204,0,1,0,0,0,0,0,1,0,0,1,0,0,N,N
1,0,8,4119,0,0,1,0,1,0,0,1,0,0,0,0,0,N,N
0,2,3,183,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
3,0,3,252,0,1,1,0,1,1,0,1,0,0,1,1,0,N,N
3,2,10,1108,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,2,9,2032,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N
0,1,5,178,0,1,0,1,0,0,0,0,0,0,0,0,1,N,T
2,0,11,2888,0,1,1,0,0,1,0,1,1,0,0,1,0,N,N
3,0,13,2649,0,1,1,0,0,1,0,1,1,0,0,0,0,N,N
3,0,19,249,0,0,1,0,0,1,0,0,1,0,0,0,0,N,N
1,1,17,4583,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,12,1743,0,1,1,0,1,0,0,0,0,0,0,0,0,N,N
2,0,6,413,0,0,1,0,0,0,0,1,1,0,1,1,0,N,N
3,0,12,944,0,0,1,0,0,0,0,0,1,0,0,0,0,N,N
0,1,6,259,1,0,0,0,1,0,0,0,0,0,0,0,1,N,N
2,0,9,1111,0,0,1,0,0,0,1,0,1,0,0,1,0,N,N
2,0,25,739,0,0,1,0,0,0,0,1,1,1,1,1,0,N,N
2,0,24,808,0,0,1,0,0,0,0,0,1,0,0,1,0,N,N
1,0,10,765,0,1,0,0,0,1,0,0,1,0,1,1,0,N,N
3,1,4,1046,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,1,13,4857,0,0,1,0,1,0,0,0,0,0,0,0,0,N,N
2,0,20,285,0,0,1,0,0,0,0,1,0,0,1,1,0,N,N
2,0,21,154,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
3,2,15,2684,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
1,1,5,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,13,4864,0,1,1,0,0,0,0,0,0,0,0,0,0,N,N
3,0,12,2105,0,1,0,0,0,0,0,1,0,0,1,0,0,N,N
0,0,4,684,0,1,0,0,1,0,0,1,0,0,0,1,0,N,N
1,0,9,2758,0,0,1,0,1,0,0,0,1,0,0,0,0,N,N
2,0,13,3069,0,0,1,0,0,0,0,0,1,0,0,1,0,N,N
1,1,3,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,3,1302,0,1,0,0,0,1,0,1,1,0,1,0,0,N,N
1,1,14,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,3,4857,0,0,1,0,1,0,0,0,0,0,0,0,0,N,N
0,1,1,179,0,1,0,0,1,1,0,0,0,0,0,0,1,N,N
1,0,2,1607,0,0,1,0,1,1,0,1,1,0,1,1,0,N,N
1,0,17,4256,0,1,0,0,1,1,0,1,1,0,0,1,0,N,N
3,2,8,421,0,0,0,0,0,0,0,1,0,0,0,1,0,N,N
1,1,5,4332,0,0,1,0,0,1,0,0,0,0,0,0,1,N,N
1,1,8,4064,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,2,12,3998,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
2,0,21,2953,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,1,2,602,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,14,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
0,1,4,544,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,2,10,4671,0,0,0,0,0,0,0,1,1,0,0,0,0,N,N
0,1,2,639,0,1,0,0,0,0,0,0,0,0,0,0,1,N,N
1,2,9,2307,0,0,0,0,0,0,0,1,1,0,1,0,0,N,N
1,0,16,837,0,1,1,0,0,1,0,0,1,0,0,0,0,N,N
1,1,5,616,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
0,1,8,502,0,1,1,0,1,0,0,0,0,0,0,0,0,N,N
0,1,7,398,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
3,0,20,3117,0,0,1,0,0,1,0,1,0,0,0,1,0,N,N
3,1,4,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,4,2665,0,1,0,0,0,1,0,1,1,0,1,0,0,N,N
2,0,24,2940,0,0,1,0,0,0,0,0,1,0,0,1,0,N,N
3,1,21,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,3,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,10,4160,0,0,0,0,0,0,0,0,0,0,0,0,1,N,N
1,0,4,1203,1,0,0,0,0,0,0,0,1,0,0,0,1,T,N
1,2,2,4578,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
1,2,9,1256,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
2,0,17,1161,0,0,1,0,0,0,1,0,0,0,1,1,0,N,N
0,1,2,718,0,1,0,0,1,0,0,0,0,0,0,0,1,N,N
2,0,17,2994,0,0,1,0,1,1,0,0,1,0,0,1,1,N,N
0,0,5,61,0,1,0,0,0,0,0,1,0,0,1,0,0,N,N
3,2,3,3255,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
0,2,3,383,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
3,0,18,1733,0,0,1,0,1,0,0,1,0,0,1,1,0,N,N
1,2,6,4836,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
3,2,19,1544,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,1,14,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,8,1821,0,1,0,0,0,1,0,1,1,0,1,1,0,N,N
1,1,14,641,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,16,2139,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
2,0,10,684,0,0,1,0,0,0,0,1,1,0,1,1,0,N,N
1,2,7,1263,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,0,17,4349,0,1,1,0,0,1,0,1,0,0,0,0,0,N,N
0,2,7,494,0,0,0,0,0,0,0,1,0,0,0,0,1,N,N
2,0,29,3100,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,1,10,4911,0,1,0,0,1,1,0,0,0,0,0,0,0,N,N
2,0,13,2922,1,0,1,0,0,1,0,0,1,0,0,1,1,T,T
1,1,6,843,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,1,8,3357,0,1,0,0,1,1,0,0,0,0,0,0,0,N,N
1,1,6,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,26,219,0,1,1,0,0,1,0,1,1,0,0,1,0,N,N
3,1,6,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,2,19,3248,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
3,0,8,2705,1,0,1,0,0,0,0,1,0,0,1,1,1,T,T
1,1,16,1062,0,1,1,0,0,1,0,0,0,0,0,0,0,N,N
1,1,6,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,8,4059,0,1,1,0,1,1,0,1,0,0,0,0,0,N,N
1,0,17,1166,0,1,1,0,0,1,0,1,0,0,0,0,0,N,N
1,0,8,4839,0,1,0,0,1,0,0,0,1,0,0,0,0,N,N
2,0,18,883,0,0,1,0,0,0,0,1,1,0,1,1,0,N,N
2,0,24,947,0,0,1,0,0,0,0,1,1,0,1,1,0,N,N
1,0,4,2515,0,1,1,0,1,1,0,1,0,0,0,0,0,N,N
1,1,1,3923,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,0,12,4119,0,0,1,0,1,0,0,1,0,0,0,0,0,N,N
3,0,11,1056,0,1,1,0,1,1,0,1,1,0,0,1,0,N,N
1,1,12,3872,0,1,1,0,1,0,0,0,0,0,0,0,0,N,N
3,0,15,1167,0,0,1,0,0,1,0,1,0,0,0,1,0,N,N
2,0,19,739,0,0,1,0,0,0,0,1,1,1,1,1,0,N,N
2,0,28,4702,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
3,1,18,4092,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
2,0,30,3129,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,1,12,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,31,4718,0,1,0,0,0,1,0,0,1,0,0,1,0,N,N
3,0,7,1668,0,0,1,0,0,1,0,1,1,0,1,1,0,N,N
1,1,5,3968,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,2,2078,0,1,0,0,1,0,0,1,1,0,1,1,0,N,N
1,2,10,2310,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
3,2,16,2237,0,0,0,0,0,0,0,1,0,0,0,1,0,N,N
3,2,6,417,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
1,1,8,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,4,508,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
1,1,1,3890,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
2,0,21,334,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
1,1,16,4887,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,25,539,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
3,0,10,4087,0,0,1,0,1,1,0,1,0,0,1,0,0,N,N
1,1,11,3354,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,2,6,148,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N
3,1,5,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,12,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,5,3541,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,21,2107,0,0,1,0,1,0,0,0,0,0,0,0,0,N,N
2,0,6,4392,0,0,1,0,1,1,0,0,1,0,0,1,0,N,N
2,0,9,4702,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,0,2,489,0,1,1,1,1,1,0,1,0,0,1,0,1,N,N
1,0,3,1163,0,1,0,0,1,0,0,1,0,0,0,0,0,N,N
0,0,5,464,0,1,0,0,1,1,0,1,0,0,1,0,0,N,N
1,0,4,3860,0,1,0,0,1,0,0,1,1,0,0,1,0,N,N
3,2,10,135,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
0,1,6,187,0,1,0,0,1,0,0,0,0,0,0,0,1,N,N
3,0,8,3183,0,1,0,0,1,0,0,0,1,0,0,1,0,N,N
1,1,14,1866,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,1,3,3176,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,0,9,15,0,1,0,0,1,1,0,1,1,0,1,0,0,N,N
2,0,28,4718,0,1,0,0,0,1,0,0,1,0,0,1,0,N,N
1,1,2,1747,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,1,8,3799,1,1,1,1,1,1,0,0,0,0,0,0,1,T,T
1,2,3,4946,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N
3,2,20,1737,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
1,1,9,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,14,1493,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,14,480,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,4,810,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,7,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
0,1,6,127,1,1,0,1,1,0,0,0,0,0,0,0,1,T,T
1,0,4,4672,0,1,1,0,1,1,0,0,1,0,0,0,0,N,N
1,2,7,4578,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
3,2,10,1579,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
1,2,6,1454,0,0,0,0,0,0,0,1,1,0,0,0,0,N,N
1,1,6,4845,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,11,997,0,1,0,0,0,1,0,1,0,0,0,0,0,N,N
1,0,7,831,0,1,0,0,0,1,0,0,1,0,0,0,0,N,N
1,1,8,1174,0,0,0,0,0,0,0,0,0,0,0,0,1,N,T
3,2,21,2597,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
2,0,11,3058,0,0,1,0,0,1,0,0,1,0,0,1,0,N,N
0,1,7,449,1,0,0,1,0,1,0,0,0,0,0,0,1,N,T
1,2,13,4176,0,0,0,0,0,0,0,0,1,0,1,1,0,N,N
3,2,20,139,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
1,1,13,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,2,10,4262,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
1,0,2,2662,0,1,0,0,1,0,0,1,1,0,1,0,0,N,N
2,0,24,171,0,0,1,0,0,0,0,1,1,0,1,1,0,N,N
1,1,14,998,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
0,1,6,493,0,1,0,0,0,0,0,0,0,0,0,0,1,N,N
3,0,8,794,0,1,1,0,0,1,0,1,1,0,0,1,0,N,N
1,0,17,1161,0,0,1,0,0,1,0,1,0,0,0,1,0,N,N
1,0,13,1191,0,1,0,0,0,0,0,1,0,0,1,0,0,N,N
1,1,6,4784,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
1,0,16,4546,0,1,0,0,0,0,0,0,1,0,0,0,0,N,N
1,1,12,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,7,480,0,0,0,0,0,0,0,0,0,0,0,0,1,T,N
1,2,8,1349,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
1,2,6,1667,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
3,1,1,480,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,1,2399,0,0,0,0,0,0,0,0,0,0,0,0,1,T,T
3,2,13,1577,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
3,1,20,3515,0,1,0,0,0,1,0,0,0,0,0,0,0,N,N
1,1,6,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,9,3541,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,4,1315,0,0,1,0,0,0,0,0,1,0,1,1,0,N,N
3,0,21,1056,0,1,1,0,1,1,0,1,1,0,0,1,0,N,N
1,2,14,1803,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
3,1,18,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,12,1132,0,1,1,0,1,1,0,1,0,0,0,0,0,N,N
1,1,2,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
3,1,18,1532,0,0,1,0,0,0,0,0,0,0,0,0,0,N,N
2,0,7,2908,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,1,13,3327,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,5,2617,0,1,0,0,1,1,0,1,0,0,0,1,0,N,N
3,2,13,1548,0,0,0,0,0,0,0,0,1,0,0,1,1,T,T
2,0,20,3023,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
2,0,16,233,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
3,1,7,301,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,12,1018,0,1,0,0,0,1,0,0,1,0,0,0,0,N,N
1,1,10,3116,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
1,1,16,1253,0,1,0,0,0,1,0,0,0,0,0,0,0,N,N
2,0,28,895,0,0,1,0,0,1,0,1,1,0,0,1,0,N,N
1,1,16,4755,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,9,1771,0,1,0,0,1,0,0,1,0,0,0,0,0,N,N
1,2,6,1837,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
1,0,5,3141,0,1,0,0,1,1,0,1,0,0,0,0,0,N,N
0,1,2,235,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,1,9,3315,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,2,9,4264,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
3,1,14,1086,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
3,2,7,1509,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
1,0,8,169,0,1,1,0,1,1,0,1,1,0,1,0,0,N,N
1,1,6,4818,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
1,0,1,503,0,1,1,0,0,1,0,0,1,0,0,0,1,N,N
1,0,16,2138,0,1,0,0,1,0,0,1,0,0,0,0,0,N,N
1,0,6,815,0,1,1,0,1,1,0,1,1,0,1,1,0,N,N
0,1,5,400,0,1,0,0,1,0,0,0,0,0,0,0,0,N,N
3,2,11,2609,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
2,0,32,1285,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
1,0,5,3101,0,1,0,0,1,1,0,1,0,0,0,0,0,N,N
3,0,19,926,0,1,1,0,1,1,0,0,1,0,0,0,0,N,N
1,0,6,2082,0,1,0,0,1,0,0,1,1,0,0,1,0,N,N
0,0,1,599,0,0,1,0,0,1,1,0,1,0,0,0,1,N,T
3,2,1,3188,0,0,0,0,0,0,0,0,1,0,1,1,0,N,N
1,1,11,4704,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,3,1161,0,0,1,0,0,0,0,1,0,1,1,1,0,N,N
1,0,14,1324,0,1,0,0,1,1,0,1,0,0,0,0,0,N,N
3,2,18,2594,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
1,1,8,3310,0,0,1,0,1,0,0,0,0,0,0,0,0,N,N
1,1,10,2834,0,1,0,0,0,0,0,0,0,0,0,0,0,N,N
1,1,3,3869,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N
2,0,16,1108,0,0,1,0,0,0,0,1,0,0,0,1,0,N,N
1,1,6,4857,0,0,1,0,1,1,0,0,0,0,0,0,0,N,N
1,0,16,4466,0,0,1,0,0,1,0,1,1,0,0,0,0,N,N
0,2,3,385,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
1,0,10,1360,0,0,1,0,0,1,0,1,1,0,1,1,0,N,N
3,2,10,423,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
3,0,15,1529,0,1,0,0,0,0,0,1,1,0,1,1,0,N,N
3,2,17,2683,0,0,0,0,0,0,0,0,1,0,0,1,0,N,N
3,2,9,2691,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
0,1,3,163,0,1,0,0,1,1,0,0,0,0,0,0,0,N,N
3,2,12,3185,0,0,0,0,0,0,0,1,0,0,1,1,0,N,N
3,2,20,1710,0,0,0,0,0,0,0,0,1,0,0,0,0,N,N
3,2,5,2700,0,0,0,0,0,0,0,1,1,0,0,1,0,N,N
0,0,2,699,0,1,0,0,1,0,0,1,0,0,0,0,0,N,N
3,0,14,1097,0,1,1,0,1,1,0,1,1,0,1,1,0,N,N
0,0,8,633,0,0,1,0,0,1,0,1,0,0,1,0,0,N,N
1,2,9,648,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N
1,1,8,1093,0,1,1,0,0,1,0,0,0,0,0,0,0,N,N
1,0,7,3365,0,1,0,0,1,1,0,1,1,0,0,0,0,N,N
1,0,12,2018,0,1,1,0,0,1,0,1,0,0,0,0,0,N,N
2,0,28,913,0,0,1,0,0,0,0,1,1,0,0,1,0,N,N
3,0,3,1614,1,1,1,0,0,1,0,1,1,0,0,1,1,N,N
1,1,11,1066,0,0,1,0,0,1,0,0,0,0,0,0,0,N,N
1,0,4,1523,0,1,0,0,1,0,0,1,0,0,1,0,0,N,N
1,0,17,2059,0,1,0,0,1,0,0,1,1,0,0,0,0,N,N
0,0,4,514,1,0,0,0,0,1,1,0,0,1,0,1,1,T,T
1,0,16,1024,0,0,1,0,1,0,0,1,1,0,1,1,0,N,N
2,0,16,2863,0,1,1,0,0,1,0,0,1,0,0,1,0,N,N
1,1,3,3537,0,1,1,0,1,1,0,0,0,0,0,0,0,N,N
1,2,1,3792,0,0,0,0,0,0,0,1,1,0,1,1,0,N,N
1,0,2,3828,0,1,0,0,1,0,0,1,1,0,0,0,0,N,N
